candidate_id,候选名称,候选层级,数字员工候选,三宝Preset候选,业务价值类型,问题类型,主核心能力,包含skill数,平均置信度,优先级,代表技能,建议下一步,复核原因
SANBAO-128e327c-学习参考,成本与效率 × 学习参考 Preset 候选｜学习参考｜DiD/因果推断,待复核资产池,待人工命名,成本与效率 × 学习参考 Preset 候选,成本与效率,学习参考,DiD/因果推断,1,0.92,P3-先补证,economic-impact-report,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-6e678adf-学习参考,成本与效率 × 学习参考 Preset 候选｜学习参考｜NLP/情感分析,原子技能组候选,待人工命名,成本与效率 × 学习参考 Preset 候选,成本与效率,学习参考,NLP/情感分析,3,0.95,P2-可评审,elon-musk-perspective；elon-musk-perspective；ux-expert,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-432c7c5b-学习参考,成本与效率 × 学习参考 Preset 候选｜学习参考｜预测建模,待复核资产池,待人工命名,成本与效率 × 学习参考 Preset 候选,成本与效率,学习参考,预测建模,5,0.896,P3-先补证,pymc-bayesian-modeling；pymc-bayesian-modeling；pytorch-lightning；initiating-coverage；esm,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-9005a765-学习参考,成本与效率 × 学习参考 Preset 候选｜学习参考｜优化/运筹,待复核资产池,待人工命名,成本与效率 × 学习参考 Preset 候选,成本与效率,学习参考,优化/运筹,4,0.892,P3-先补证,alibaba-icbu-trade-after-sales-status-query；catalyst-calendar；earnings-preview；zoom-meeting-sdk-android,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-8d21f753-学习参考,成本与效率 × 学习参考 Preset 候选｜学习参考｜知识图谱/本体建模,待复核资产池,待人工命名,成本与效率 × 学习参考 Preset 候选,成本与效率,学习参考,知识图谱/本体建模,1,0.93,P3-先补证,media-database,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-13c2bb2a-学习参考,成本与效率 × 学习参考 Preset 候选｜学习参考｜实验/评估,待复核资产池,待人工命名,成本与效率 × 学习参考 Preset 候选,成本与效率,学习参考,实验/评估,1,0.92,P3-先补证,xmind-arena-execution,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-67abc6d5-学习参考,成本与效率 × 学习参考 Preset 候选｜学习参考｜合规/规则扫描,待复核资产池,待人工命名,成本与效率 × 学习参考 Preset 候选,成本与效率,学习参考,合规/规则扫描,1,0.93,P3-先补证,spring-boot-cache,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-24b4fa86-学习参考,成本与效率 × 学习参考 Preset 候选｜学习参考｜工程模式/自动化,待复核资产池,待人工命名,成本与效率 × 学习参考 Preset 候选,成本与效率,学习参考,工程模式/自动化,5,0.85,P3-先补证,competition-ios-runtime；competition-ios-runtime；competition-ios-runtime；competition-ios-runtime；competition-ios-runtime,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-aa1689bc-学习参考,成本与效率 × 学习参考 Preset 候选｜学习参考｜按技能原文流程执行,待复核资产池,待人工命名,成本与效率 × 学习参考 Preset 候选,成本与效率,学习参考,按技能原文流程执行,2,0.84,P3-先补证,distill-protocol；Skill-Commodity-Futures-Cost-Baseline,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核；核心能力未结构化
SANBAO-6611629b-其他-待人工归类,待人工判断｜其他/待人工归类｜按技能原文流程执行,待复核资产池,待人工命名,待人工判断,成本与效率,其他/待人工归类,按技能原文流程执行,22,0.601,P3-先补证,obsidian-observability；Skill-BOM-Cost-Rollup-Tag-Engine；Skill-Entity-Resolution-KG-Dedup；Skill-Fill-Rate-OOS-Cost-Quantification；Skill-First-Last-Mile-Cost-KPI-CrossBorder；Skill-Last-Mile-Cost-Per-Zone-Analytics；Skill-LLM-Session-Personalization-Cache；Skill-Low-Cost-Dependency-KG-Construction,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,12 条源文件不可稳定读取；超过半数记录需要字段复核；问题类型未明确；核心能力未结构化
SANBAO-7348f570-诊断归因,知识与研发资产 × 诊断归因 Preset 候选｜诊断归因｜DiD/因果推断,待复核资产池,待人工命名,知识与研发资产 × 诊断归因 Preset 候选,知识与研发资产,诊断归因,DiD/因果推断,70,0.642,P3-先补证,p2s-agentracer-mas-failure-attribution；p2s-agentracer-mas-failure-attribution；p2s-bert-srl-event-frame-extraction；p2s-bert-srl-event-frame-extraction；p2s-causal-decision-graph-sc-inference；p2s-causal-decision-graph-sc-inference；p2s-explainable-recommendation；p2s-explainable-recommendation,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,30 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-ac9443a5-诊断归因,知识与研发资产 × 诊断归因 Preset 候选｜诊断归因｜知识图谱/本体建模,待复核资产池,待人工命名,知识与研发资产 × 诊断归因 Preset 候选,知识与研发资产,诊断归因,知识图谱/本体建模,2,0.565,P3-先补证,Skill-Return-Root-Cause-Attribution-Graph；Skill-Return-Root-Cause-Attribution-Graph,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-d6830ed0-诊断归因,知识与研发资产 × 诊断归因 Preset 候选｜诊断归因｜按技能原文流程执行,待复核资产池,待人工命名,知识与研发资产 × 诊断归因 Preset 候选,知识与研发资产,诊断归因,按技能原文流程执行,26,0.532,P3-先补证,Skill-Ad-Spend-Time-Series-Attribution；Skill-AgenTracer-MAS-Failure-Attribution；Skill-CABB-Cross-Category-Attribution；Skill-CDA-Cookieless-Attribution；Skill-Counterfactual-Ad-Attribution-Debiasing；Skill-DataAgent-Marketing-Attribution；Skill-Instagram-Reels-Commerce-Attribution；Skill-Nonlinear-Multi-Touch-Attribution,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,15 条源文件不可稳定读取；超过半数记录需要字段复核；核心能力未结构化
SANBAO-b00e5711-预测预警,知识与研发资产 × 预测预警 Preset 候选｜预测预警｜NLP/情感分析,待复核资产池,待人工命名,知识与研发资产 × 预测预警 Preset 候选,知识与研发资产,预测预警,NLP/情感分析,1,0.95,P3-先补证,上线效果监控,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-b6617279-预测预警,知识与研发资产 × 预测预警 Preset 候选｜预测预警｜预测建模,待复核资产池,待人工命名,知识与研发资产 × 预测预警 Preset 候选,知识与研发资产,预测预警,预测建模,66,0.52,P3-先补证,Skill-Amazon-Payment-Cycle-Forecast；Skill-Bass-Diffusion-New-Product-Forecasting；Skill-CASE-Cadence-Aware-Repurchase-Prediction；Skill-Conformal-Prediction-Demand-UQ；Skill-DECRL-Temporal-KG-Evolution-Prediction；Skill-Demand-Quantile-Forecast；Skill-DQN-Purchase-Prediction；Skill-EventCast-LLM-Event-Forecasting,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,40 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-eebd7b3a-预测预警,知识与研发资产 × 预测预警 Preset 候选｜预测预警｜按技能原文流程执行,待复核资产池,待人工命名,知识与研发资产 × 预测预警 Preset 候选,知识与研发资产,预测预警,按技能原文流程执行,6,0.493,P3-先补证,Skill-Anomaly-Detection-Foundation-Model；Skill-Argos-Agentic-Anomaly-Detection；Skill-Anomaly-Detection-Foundation-Model；Skill-Argos-Agentic-Anomaly-Detection；Skill-Time-Series-Anomaly-Detection；Skill-Transaction-Anomaly-Detection,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,4 条源文件不可稳定读取；超过半数记录需要字段复核；核心能力未结构化
SANBAO-a4f22df0-优化决策,知识与研发资产 × 优化决策 Preset 候选｜优化决策｜DiD/因果推断,待复核资产池,待人工命名,知识与研发资产 × 优化决策 Preset 候选,知识与研发资产,优化决策,DiD/因果推断,14,0.717,P3-先补证,p2s-intelligent-prediction-doubly-robust；p2s-tscan；p2s-tscan；paper-skills-graph；paper-skills-graph；negotiation-assist；links；Skill-Causal-Decision-Graph-SC-Inference,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,4 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-d8268f7d-优化决策,知识与研发资产 × 优化决策 Preset 候选｜优化决策｜NLP/情感分析,待复核资产池,待人工命名,知识与研发资产 × 优化决策 Preset 候选,知识与研发资产,优化决策,NLP/情感分析,8,0.854,P3-先补证,prompt-engineer；prompt-engineer；prompt-engineer；prompt-engineer；prompt-engineer；prompt-engineer；Skill-Live-Script-Optimization-NLP；Skill-Live-Script-Optimization-NLP,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取
SANBAO-4786b3fe-优化决策,知识与研发资产 × 优化决策 Preset 候选｜优化决策｜预测建模,待复核资产池,待人工命名,知识与研发资产 × 优化决策 Preset 候选,知识与研发资产,优化决策,预测建模,15,0.878,P3-先补证,p2s-agent-knowledge-distillation-sop；p2s-agent-knowledge-distillation-sop；p2s-streamingrag-realtime-knowledge；p2s-streamingrag-realtime-knowledge；p2s-synthetic-data-ecommerce；p2s-synthetic-data-ecommerce；code-optimization；p2s-crosslingual-semantic-alignment,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-e54303ad-优化决策,知识与研发资产 × 优化决策 Preset 候选｜优化决策｜优化/运筹,待复核资产池,待人工命名,知识与研发资产 × 优化决策 Preset 候选,知识与研发资产,优化决策,优化/运筹,130,0.737,P3-先补证,p2s-atlas-gradient-free-continual；p2s-atlas-gradient-free-continual；p2s-context-compression；p2s-context-compression；p2s-context-compression；p2s-query-intent-classification-routing；p2s-query-intent-classification-routing；p2s-self-rag-reflective-retrieval,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,34 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-5544e5fe-优化决策,知识与研发资产 × 优化决策 Preset 候选｜优化决策｜RAG/知识检索,待复核资产池,待人工命名,知识与研发资产 × 优化决策 Preset 候选,知识与研发资产,优化决策,RAG/知识检索,3,0.713,P3-先补证,threejs-data-visualization；threejs-data-visualization；Skill-RAG-vs-Finetuning-Decision-Framework,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-42b212cb-优化决策,知识与研发资产 × 优化决策 Preset 候选｜优化决策｜知识图谱/本体建模,待复核资产池,待人工命名,知识与研发资产 × 优化决策 Preset 候选,知识与研发资产,优化决策,知识图谱/本体建模,1,0.35,P3-先补证,Skill-Decision-Audit-Trail-Ontology,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-156c3554-优化决策,知识与研发资产 × 优化决策 Preset 候选｜优化决策｜视觉/多模态,待复核资产池,待人工命名,知识与研发资产 × 优化决策 Preset 候选,知识与研发资产,优化决策,视觉/多模态,1,0.87,P3-先补证,Trend Researcher,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-c3e88f34-优化决策,知识与研发资产 × 优化决策 Preset 候选｜优化决策｜实验/评估,待复核资产池,待人工命名,知识与研发资产 × 优化决策 Preset 候选,知识与研发资产,优化决策,实验/评估,4,0.88,P3-先补证,prd-planner；glab-runner；decision-helper；decision-helper,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-190b3b4a-优化决策,知识与研发资产 × 优化决策 Preset 候选｜优化决策｜合规/规则扫描,待复核资产池,待人工命名,知识与研发资产 × 优化决策 Preset 候选,知识与研发资产,优化决策,合规/规则扫描,5,0.722,P3-先补证,apollo-router-plugin-creator；remove-deadcode；remove-deadcode；Skill-Compliant-Dynamic-Pricing-Guard；Skill-Compliant-Dynamic-Pricing-Guard,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-76e485a7-优化决策,知识与研发资产 × 优化决策 Preset 候选｜优化决策｜工程模式/自动化,待复核资产池,待人工命名,知识与研发资产 × 优化决策 Preset 候选,知识与研发资产,优化决策,工程模式/自动化,3,0.883,P3-先补证,get-available-resources；explore-unknowns；server-components,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-a5f266af-优化决策,知识与研发资产 × 优化决策 Preset 候选｜优化决策｜按技能原文流程执行,待复核资产池,待人工命名,知识与研发资产 × 优化决策 Preset 候选,知识与研发资产,优化决策,按技能原文流程执行,87,0.616,P3-先补证,seekdb-build；rust-async-patterns；parsearger-core；meeting-notes；meeting-notes；stakeholder-map；stakeholder-map；teach,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,37 条源文件不可稳定读取；超过半数记录需要字段复核；核心能力未结构化
SANBAO-08fe8ae7-生成制作,知识与研发资产 × 生成制作 Preset 候选｜生成制作｜DiD/因果推断,待复核资产池,待人工命名,知识与研发资产 × 生成制作 Preset 候选,知识与研发资产,生成制作,DiD/因果推断,16,0.914,P3-先补证,p2s-causalrag-knowledge-retrieval；p2s-causalrag-knowledge-retrieval；语义密度分析器；语义密度分析器；markdown-mermaid-writing；semantic-density-analyzer；semantic-density-analyzer；specification,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-0ca5a79c-生成制作,知识与研发资产 × 生成制作 Preset 候选｜生成制作｜NLP/情感分析,待复核资产池,待人工命名,知识与研发资产 × 生成制作 Preset 候选,知识与研发资产,生成制作,NLP/情感分析,45,0.91,P3-先补证,document-delivery；document-delivery；document-delivery；document-delivery；p2s-cross-market-content-localization；p2s-cross-market-content-localization；p2s-deepanalyze-autonomous-data-science-agent；p2s-deepanalyze-autonomous-data-science-agent,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-8cc86882-生成制作,知识与研发资产 × 生成制作 Preset 候选｜生成制作｜预测建模,待复核资产池,待人工命名,知识与研发资产 × 生成制作 Preset 候选,知识与研发资产,生成制作,预测建模,2,0.95,P3-先补证,sheet；sheet,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-2ef36bfd-生成制作,知识与研发资产 × 生成制作 Preset 候选｜生成制作｜优化/运筹,待复核资产池,待人工命名,知识与研发资产 × 生成制作 Preset 候选,知识与研发资产,生成制作,优化/运筹,33,0.915,P3-先补证,alibaba-global-ai-image-studio；asset-generator；godot-new；jy-industry-brief；p2s-react-reasoning-acting；p2s-react-reasoning-acting；prd-html-prototype；code-generator,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-6154b45b-生成制作,知识与研发资产 × 生成制作 Preset 候选｜生成制作｜RAG/知识检索,待复核资产池,待人工命名,知识与研发资产 × 生成制作 Preset 候选,知识与研发资产,生成制作,RAG/知识检索,8,0.934,P3-先补证,p2s-self-improving-agent-feedback-loop；p2s-self-improving-agent-feedback-loop；literature-review；literature-review；sympy；game-engine；stock-research-report-cn；gtars,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-2f6fe16d-生成制作,知识与研发资产 × 生成制作 Preset 候选｜生成制作｜知识图谱/本体建模,待复核资产池,待人工命名,知识与研发资产 × 生成制作 Preset 候选,知识与研发资产,生成制作,知识图谱/本体建模,10,0.896,P3-先补证,linkfox-zhihuiya-legal-status；linkfox-zhihuiya-pdf-data；doc-accurate-codegen；html-ppt；open-design-landing；skill-creator；typescript-data-visualization-engineering；typescript-data-visualization-engineering,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-6044e2c3-生成制作,知识与研发资产 × 生成制作 Preset 候选｜生成制作｜视觉/多模态,待复核资产池,待人工命名,知识与研发资产 × 生成制作 Preset 候选,知识与研发资产,生成制作,视觉/多模态,38,0.878,P3-先补证,weiyun；jinshuju-skill；clinical-decision-support；documents；documents；fashion-sketch-cn；photo-magazine-cn；presentations,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-4b6b8c2c-生成制作,知识与研发资产 × 生成制作 Preset 候选｜生成制作｜实验/评估,待复核资产池,待人工命名,知识与研发资产 × 生成制作 Preset 候选,知识与研发资产,生成制作,实验/评估,2,0.65,P3-先补证,gamma-executive-ppt-generation；Skill-LLM-Experiment-Hypothesis-Generation,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取
SANBAO-1de93da2-生成制作,知识与研发资产 × 生成制作 Preset 候选｜生成制作｜合规/规则扫描,待复核资产池,待人工命名,知识与研发资产 × 生成制作 Preset 候选,知识与研发资产,生成制作,合规/规则扫描,6,0.925,P3-先补证,jenkins-plugin-skeleton-generator-skill；doubao-book-writer；doubao-book-writer；doubao-book-writer；doubao-book-writer；level-design,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-95863365-生成制作,知识与研发资产 × 生成制作 Preset 候选｜生成制作｜工程模式/自动化,待复核资产池,待人工命名,知识与研发资产 × 生成制作 Preset 候选,知识与研发资产,生成制作,工程模式/自动化,21,0.88,P3-先补证,interaction-design；markdown-to-html；markdown-to-html；markdown-to-html；markdown-to-html；markdown-to-html；markdown-to-html；moonbit-extract-spec-test,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-2456893c-生成制作,知识与研发资产 × 生成制作 Preset 候选｜生成制作｜按技能原文流程执行,待复核资产池,待人工命名,知识与研发资产 × 生成制作 Preset 候选,知识与研发资产,生成制作,按技能原文流程执行,23,0.73,P3-先补证,newcomer-growth-path；doubao-record；doubao-record；doubao-record；doubao-record；latex-figure-table-layout；acc-create-object-pool；animation-system,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,6 条源文件不可稳定读取；超过半数记录需要字段复核；核心能力未结构化
SANBAO-8a646484-检索组织,知识资产与RAG Preset｜检索组织｜DiD/因果推断,待复核资产池,经营知识管理员,知识资产与RAG Preset,知识与研发资产,检索组织,DiD/因果推断,20,0.911,P3-先补证,p2s-adaptive-rag-query-routing；p2s-adaptive-rag-query-routing；p2s-causalrag-causal-graph-retrieval；p2s-causalrag-causal-graph-retrieval；p2s-colbertv2-multi-vector-late-interaction；p2s-colbertv2-multi-vector-late-interaction；p2s-hipporag-multi-hop-reasoning-retrieval；p2s-hipporag-multi-hop-reasoning-retrieval,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取
SANBAO-f8ecdb33-检索组织,知识资产与RAG Preset｜检索组织｜NLP/情感分析,Preset/数字员工能力池候选,经营知识管理员,知识资产与RAG Preset,知识与研发资产,检索组织,NLP/情感分析,40,0.945,P1-优先工作流/Preset,p2s-dial-kg-schema-free-incremental；p2s-dial-kg-schema-free-incremental；p2s-factscore-claim-verification-pipeline；p2s-factscore-claim-verification-pipeline；p2s-hyde-hypothetical-document；p2s-hyde-hypothetical-document；p2s-kg-auto-construction-agent-driven；p2s-kg-auto-construction-agent-driven,进入业务价值与场景边界评审：确认输入、输出、责任人、验收证据和上下游关系。,可进入下一轮业务聚类评审
SANBAO-6c60fe57-检索组织,知识资产与RAG Preset｜检索组织｜预测建模,场景工作流候选,经营知识管理员,知识资产与RAG Preset,知识与研发资产,检索组织,预测建模,24,0.948,P3-先补字段,p2s-business-problem-to-skill-retrieval；p2s-business-problem-to-skill-retrieval；p2s-context-kubernetes-kb-orchestration；p2s-context-kubernetes-kb-orchestration；p2s-fastkge-incremental-lora-kg-embedding；p2s-fastkge-incremental-lora-kg-embedding；p2s-low-cost-dependency-kg-construction；p2s-low-cost-dependency-kg-construction,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-3ad13e38-检索组织,知识资产与RAG Preset｜检索组织｜优化/运筹,Preset/数字员工能力池候选,经营知识管理员,知识资产与RAG Preset,知识与研发资产,检索组织,优化/运筹,74,0.934,P1-优先工作流/Preset,p2s-agentic-memory-management；p2s-agentic-memory-management；p2s-agentic-rag-active-retrieval；p2s-agentic-rag-active-retrieval；p2s-corrective-rag-crag；p2s-corrective-rag-crag；p2s-dense-passage-retrieval；p2s-dense-passage-retrieval,进入业务价值与场景边界评审：确认输入、输出、责任人、验收证据和上下游关系。,可进入下一轮业务聚类评审
SANBAO-753ec90d-检索组织,知识资产与RAG Preset｜检索组织｜RAG/知识检索,待复核资产池,经营知识管理员,知识资产与RAG Preset,知识与研发资产,检索组织,RAG/知识检索,103,0.661,P3-先补证,p2s-agent-memory-learning；p2s-agent-memory-learning；p2s-graphrag-knowledge-enhanced-retrieval；p2s-graphrag-knowledge-enhanced-retrieval；p2s-medrag-domain-vertical-rag；p2s-medrag-domain-vertical-rag；p2s-semantic-chunking-strategy；p2s-semantic-chunking-strategy,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,47 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-1c64f791-检索组织,知识与研发资产 × 检索组织 Preset 候选｜检索组织｜知识图谱/本体建模,待复核资产池,待人工命名,知识与研发资产 × 检索组织 Preset 候选,知识与研发资产,检索组织,知识图谱/本体建模,41,0.83,P3-先补证,设计提取；bgee-skill；live-dashboard；project-scaffold；understand-explain；understand-explain；understand-explain；cloud-api-operations,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,4 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-fff43152-检索组织,知识与研发资产 × 检索组织 Preset 候选｜检索组织｜工程模式/自动化,原子技能候选,待人工命名,知识与研发资产 × 检索组织 Preset 候选,知识与研发资产,检索组织,工程模式/自动化,1,0.93,P2-可评审,cn-finance-data,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-28413fb9-检索组织,知识与研发资产 × 检索组织 Preset 候选｜检索组织｜按技能原文流程执行,待复核资产池,待人工命名,知识与研发资产 × 检索组织 Preset 候选,知识与研发资产,检索组织,按技能原文流程执行,6,0.767,P3-先补证,avoid-numeric-index；large-file-parquet-analysis-and-highlight；apply-comments；apply-comments；apply-comments；Skill-Index-Health-Monitoring,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取；超过半数记录需要字段复核；核心能力未结构化
SANBAO-5d217b7a-评估验证,知识与研发资产 × 评估验证 Preset 候选｜评估验证｜DiD/因果推断,待复核资产池,待人工命名,知识与研发资产 × 评估验证 Preset 候选,知识与研发资产,评估验证,DiD/因果推断,25,0.88,P3-先补证,experiment-design；ilya-sutskever-perspective；xmind-arena-rootcause；biomni；p2s-feature-engineering；p2s-feature-engineering；paper-选题；paper-选题,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,2 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-549905a4-评估验证,知识与研发资产 × 评估验证 Preset 候选｜评估验证｜NLP/情感分析,待复核资产池,待人工命名,知识与研发资产 × 评估验证 Preset 候选,知识与研发资产,评估验证,NLP/情感分析,9,0.939,P3-先补证,LLM技术调研；LLM技术调研；p2s-cpsc-efiling-auto-mapper；p2s-cpsc-efiling-auto-mapper；llm-tech-research；llm-tech-research；p2s-stateful-skill-runtime；p2s-stateful-skill-runtime,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-fb5dd3c8-评估验证,知识与研发资产 × 评估验证 Preset 候选｜评估验证｜预测建模,待复核资产池,待人工命名,知识与研发资产 × 评估验证 Preset 候选,知识与研发资产,评估验证,预测建模,18,0.947,P3-先补证,andrej-karpathy-perspective；andrej-karpathy-perspective；doubao-critical-reading-companion；doubao-critical-reading-companion；doubao-critical-reading-companion；doubao-critical-reading-companion；p2s-in-context-learning-tabular；p2s-in-context-learning-tabular,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-be4f2a1f-评估验证,知识与研发资产 × 评估验证 Preset 候选｜评估验证｜优化/运筹,待复核资产池,待人工命名,知识与研发资产 × 评估验证 Preset 候选,知识与研发资产,评估验证,优化/运筹,35,0.918,P3-先补证,p2s-ab-experimental-design；p2s-ab-experimental-design；p2s-co-evolutionary-skill-verification；p2s-co-evolutionary-skill-verification；p2s-flashrag-efficient-rag-toolkit；p2s-flashrag-efficient-rag-toolkit；Skill创建器；Skill创建器,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-c297d1fa-评估验证,知识与研发资产 × 评估验证 Preset 候选｜评估验证｜RAG/知识检索,待复核资产池,待人工命名,知识与研发资产 × 评估验证 Preset 候选,知识与研发资产,评估验证,RAG/知识检索,9,0.878,P3-先补证,p2s-ares-rag-evaluation；p2s-ares-rag-evaluation；p2s-crag-comprehensive-rag-benchmark；p2s-crag-comprehensive-rag-benchmark；p2s-raglab-research-rag-framework；p2s-raglab-research-rag-framework；scholar-evaluation；c-programming-guidelines,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取
SANBAO-c8bd59e9-评估验证,知识与研发资产 × 评估验证 Preset 候选｜评估验证｜知识图谱/本体建模,待复核资产池,待人工命名,知识与研发资产 × 评估验证 Preset 候选,知识与研发资产,评估验证,知识图谱/本体建模,9,0.908,P3-先补证,refactoring-legacy-code；clickhouse-architecture-advisor；clickhouse-architecture-advisor；clickhouse-architecture-advisor；clickhouse-architecture-advisor；clickhouse-architecture-advisor；clickhouse-architecture-advisor；fact-checker,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-d00ca979-评估验证,知识与研发资产 × 评估验证 Preset 候选｜评估验证｜视觉/多模态,待复核资产池,待人工命名,知识与研发资产 × 评估验证 Preset 候选,知识与研发资产,评估验证,视觉/多模态,5,0.916,P3-先补证,dynamo-interconnect-check；prometheus-configuration；write-coding-standards-from-file；screen-reader-testing；glab-config,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
