cluster_id,业务价值类型,问题类型,主核心能力,skill_count,high_confidence_count,needs_review_count,review_ratio,text_quality_risk_count,avg_confidence,top_sources,top_scenarios,三宝候选层级,三宝Preset候选,数字员工候选,代表技能,聚类说明,复核原因,代表用途
C-8729d5e4-评估验证,成本与效率,评估验证,RAG/知识检索,1,1,1,1.0,0,0.95,home_skill:1,Backend:1,待复核资产池,成本与效率 × 评估验证 Preset 候选,待人工命名,Idempotency And Dedup,围绕成本与效率中的评估验证问题，主要使用RAG/知识检索能力处理。,超过半数记录需要字段复核,"用于Idempotency And Dedup：Idempotency and Deduplication are strategies for ensuring operations can be safely retried without causing unintended side effects. Idempotent operations produce the same result regardless of how many times they're called, while dedupl…"
C-c2324d17-评估验证,成本与效率,评估验证,视觉/多模态,1,1,1,1.0,0,0.95,home_skill:1,研发与代码:1,待复核资产池,成本与效率 × 评估验证 Preset 候选,待人工命名,emoji-eval,围绕成本与效率中的评估验证问题，主要使用视觉/多模态能力处理。,超过半数记录需要字段复核,"Evaluate emoji rendering quality in ZenUML diagrams. Renders test cases in both DOM and SVG modes, takes screenshots, and scores emoji visibility, position, spacing, box fit, and decorator coexistence. Reports per-case…"
C-9dc8b5c4-评估验证,成本与效率,评估验证,实验/评估,2,2,1,0.5,0,0.875,home_skill:1；icloud_skill:1,产品设计与UIUX:1；研发与代码:1,原子技能组候选,成本与效率 × 评估验证 Preset 候选,待人工命名,deploy；pricing-strategy,围绕成本与效率中的评估验证问题，主要使用实验/评估能力处理。,可进入下一轮业务聚类评审,从检查到部署到验证的完整发布流程。区分代码部署和Prompt部署——两者是独立的流程。；结合价值感知、成本与竞品价格设计价格结构，给出分层与折扣的规则。触发词：定价策略设计、pricing-strategy、结合价值感知、成本与竞品价格设计价格结构，给出分层与折扣的规则。
C-6429aa65-评估验证,成本与效率,评估验证,合规/规则扫描,4,4,4,1.0,0,0.92,home_skill:4,研发与代码:4,待复核资产池,成本与效率 × 评估验证 Preset 候选,待人工命名,doubao-cron-scheduler；doubao-cron-scheduler；doubao-cron-scheduler；doubao-cron-scheduler,围绕成本与效率中的评估验证问题，主要使用合规/规则扫描能力处理。,超过半数记录需要字段复核,创建、查看、更新或删除定时任务：一次性提醒、周期任务、后台监控、多轮编辑已有任务、登录态/权限敏感任务。用于用户要求提醒我、稍后检查、持续关注、每天/每周/每小时运行、创建定时任务/提醒/监控、修改/暂停/删除刚才或已有定时任务。；创建、查看、更新或删除定时任务：一次性提醒、周期任务、后台监控、多轮编辑已有任务、登录态/权限敏感任务。用于用户要求提醒我、稍后检查、持续关注、每天/每周/每小时运行、创建定时任务/提醒/监控、修改/暂停/删除刚才或已有定时任务。；创建、查看、更新或删除定时任务：一次性提醒、周期任务、后台监控、多轮编辑已有任务、登录态/权限敏感任务。用于用户要求提醒我、稍后检查、持续关注、每天/每周/每小时运行、创建定时任务/提醒/监控、修改/暂停/删除刚才或已有定时任务。
C-820d5dea-评估验证,成本与效率,评估验证,工程模式/自动化,2,2,2,1.0,0,0.8,home_skill:1；local_agent_skill:1,研发与代码:2,待复核资产池,成本与效率 × 评估验证 Preset 候选,待人工命名,babysit-pr；babysit-pr,围绕成本与效率中的评估验证问题，主要使用工程模式/自动化能力处理。,超过半数记录需要字段复核,"Monitor and fix failing GitHub Actions CI checks on PRs for mermaid-js/zenuml-core. Use when the user says ""babysit PR"", ""check PR status"", ""fix CI"", ""PR is failing"", ""watch this PR"", ""why is CI red"", or when used with…；Monitor and fix failing GitHub Actions CI checks on PRs for mermaid-js/zenuml-core. Use when the user says ""babysit PR"", ""check PR status"", ""fix CI"", ""PR is failing"", ""watch this PR"", ""why is CI red"", or when used with…"
C-dec5a28a-治理合规,成本与效率,治理合规,DiD/因果推断,2,2,2,1.0,0,0.94,home_skill:2,安全与治理:1；研发与代码:1,待复核资产池,成本与效率 × 治理合规 Preset 候选,待人工命名,portfolio-risk-management；starops,围绕成本与效率中的治理合规问题，主要使用DiD/因果推断能力处理。,超过半数记录需要字段复核,"用于portfolio risk management：Turn a listed-equity investment view into an implementable risk posture: the right size, any appropriate hedge, the exposure intentionally retained, and the rules for resizing or removing protection. This skill owns equity longs, e…；STAROps is an Agentic Ops / AIOps skill from Alibaba Cloud, delivering capabilities from data queries and diagnostics to continuous protection. Use this skill whenever the user needs to diagnose service or application e…"
C-759bddfd-治理合规,成本与效率,治理合规,预测建模,10,10,0,0.0,0,0.95,home_skill:5；project_skill:5,业务经营与AgenticOS:5；研发与代码:5,场景工作流候选,成本与效率 × 治理合规 Preset 候选,待人工命名,p2s-context-token-compression；p2s-context-token-compression；p2s-entity-resolution-kg-dedup；p2s-entity-resolution-kg-dedup；p2s-epr-auto-calculator；p2s-epr-auto-calculator；p2s-model-compression-edge-deployment；p2s-model-compression-edge-deployment,围绕成本与效率中的治理合规问题，主要使用预测建模能力处理。,可进入下一轮业务聚类评审,触发词：上下文压缩、摘要、Token 超限、多轮会话、语义保真。何时不用：预算如何在多 Agent 间分配走「动态上下文预算分配」；压缩破坏缓存前缀导致成本反弹走「生命周期感知上下文驱逐」。安全边界：压缩不得丢失合规与财务的关键结论及引用链，压缩过程须可审计。；触发词：上下文压缩、摘要、Token 超限、多轮会话、语义保真。何时不用：预算如何在多 Agent 间分配走「动态上下文预算分配」；压缩破坏缓存前缀导致成本反弹走「生命周期感知上下文驱逐」。安全边界：压缩不得丢失合规与财务的关键结论及引用链，压缩过程须可审计。；触发词：实体消歧、跨源去重、SKU统一、阻塞与LSH、相似度融合、规范名合并。何时不用：要在线上做跨平台 SKU 与编码的查询映射时用「产品知识图谱查询」；要做标签一致性与统一标识同步时用「SKU统一标识与标签同步」。安全边界：合并阈值与权重设定必须留痕可回溯，低于阈值的候选一律不自动合并；多语言名与别名数据须来自授权渠道，不得引入未经授权的个人信息。
C-3e8dcd35-治理合规,成本与效率,治理合规,优化/运筹,36,36,30,0.833,0,0.893,home_skill:26；project_skill:8；local_user_skill:2,安全与治理:15；业务经营与AgenticOS:7；本地诊断与运维:4；研发与代码:3；fulfillment-shipping:2,待复核资产池,成本与效率 × 治理合规 Preset 候选,待人工命名,p2s-agent-memory-kv-store；p2s-agent-memory-kv-store；p2s-data-agent-error-recovery；p2s-data-agent-error-recovery；p2s-personarag-user-persona-retrieval；p2s-personarag-user-persona-retrieval；ai-skill-optimizer；ecommerce-price-monitor,围绕成本与效率中的治理合规问题，主要使用优化/运筹能力处理。,超过半数记录需要字段复核,触发词：长期记忆、KV 存储、跨会话上下文、TTL、记忆淘汰。何时不用：要管理知识库事实的时效与冲突走知识溯源侧技能；单次会话内的上下文压缩不属于本技能。安全边界：记忆中不得存储用户个人信息（PII），仅存业务实体数据，过期记忆须按 TTL 清理。；触发词：长期记忆、KV 存储、跨会话上下文、TTL、记忆淘汰。何时不用：要管理知识库事实的时效与冲突走知识溯源侧技能；单次会话内的上下文压缩不属于本技能。安全边界：记忆中不得存储用户个人信息（PII），仅存业务实体数据，过期记忆须按 TTL 清理。；触发词：失败自修复、自动重试、降级策略、数据管道、中断率。何时不用：失败源于数据本身错误（口径或字段缺失）而非调用抖动时，重试无用，应先做数据质量治理；安全边界：降级使用缓存数据须标注新鲜度，且必须设最大重试上限，避免放大 API 费用与配额消耗。
C-933f71a6-治理合规,成本与效率,治理合规,RAG/知识检索,1,1,1,1.0,0,0.92,home_skill:1,产品设计与UIUX:1,待复核资产池,成本与效率 × 治理合规 Preset 候选,待人工命名,distill-shield,围绕成本与效率中的治理合规问题，主要使用RAG/知识检索能力处理。,超过半数记录需要字段复核,Distill Shield：为个人移交资料包生成 Canary 与可选加固策略，提高未授权蒸馏成本；仅适用于有权处置的数据。
C-e897247c-治理合规,成本与效率,治理合规,知识图谱/本体建模,5,5,5,1.0,0,0.85,home_skill:3；project_skill:2,安全与治理:5,待复核资产池,成本与效率 × 治理合规 Preset 候选,待人工命名,competition-identity-windows；competition-identity-windows；competition-identity-windows；competition-identity-windows；competition-identity-windows,围绕成本与效率中的治理合规问题，主要使用知识图谱/本体建模能力处理。,超过半数记录需要字段复核,"Internal downstream skill for ctf-sandbox-orchestrator. CTF-sandbox workflow for Active Directory, Kerberos, LDAP, OAuth, enterprise messaging, Windows host forensics, credential material, and lateral-movement challenge…；Internal downstream skill for ctf-sandbox-orchestrator. CTF-sandbox workflow for Active Directory, Kerberos, LDAP, OAuth, enterprise messaging, Windows host forensics, credential material, and lateral-movement challenge…；Internal downstream skill for ctf-sandbox-orchestrator. CTF-sandbox workflow…"
C-68bef340-治理合规,成本与效率,治理合规,视觉/多模态,2,2,0,0.0,0,0.95,project_skill:1；home_skill:1,业务经营与AgenticOS:1；研发与代码:1,原子技能组候选,成本与效率 × 治理合规 Preset 候选,待人工命名,p2s-neural-architecture-search-nas；p2s-neural-architecture-search-nas,围绕成本与效率中的治理合规问题，主要使用视觉/多模态能力处理。,可进入下一轮业务聚类评审,用于Neural Architecture Search (NAS) — 轻量神经网络自动设计（母婴电商边缘部署）：手工设计神经网络架构需要大量专家经验和试错，NAS 通过自动化搜索在给定延迟/参数量约束下找到最优架构。现代 NAS（如 OnceforAll、EfficientNet）通过权重共享大幅降低搜索成本。；用于Neural Architecture Search (NAS) — 轻量神经网络自动设计（母婴电商边缘部署）：手工设计神经网络架构需要大量专家经验和试错，NAS 通过自动化搜索在给定延迟/参数量约束下找到最优架构。现代 NAS（如 OnceforAll、EfficientNet）通过权重共享大幅降低搜索成本。
C-546152ed-治理合规,成本与效率,治理合规,合规/规则扫描,12,11,12,1.0,1,0.811,home_skill:6；project_skill:4；icloud_paper_file_skill:2,安全与治理:10；文档与知识:2,待复核资产池,成本与效率 × 治理合规 Preset 候选,待人工命名,competition-jwt-claim-confusion；competition-jwt-claim-confusion；competition-jwt-claim-confusion；competition-jwt-claim-confusion；competition-jwt-claim-confusion；competition-queue-worker-drift；competition-queue-worker-drift；competition-queue-worker-drift,围绕成本与效率中的治理合规问题，主要使用合规/规则扫描能力处理。,1 条源文件不可稳定读取；超过半数记录需要字段复核,"Internal downstream skill for ctf-sandbox-orchestrator. CTF-sandbox workflow for JWT, JWS, and JWE validation paths, header parsing, key selection, claim acceptance, audience and issuer checks, role derivation, and toke…；Internal downstream skill for ctf-sandbox-orchestrator. CTF-sandbox workflow for JWT, JWS, and JWE validation paths, header parsing, key selection, claim acceptance, audience and issuer checks, role derivation, and toke…；Internal downstream skill for ctf-sandbox-orchestrator. CTF-sandbox workflow…"
C-27aad4d5-数据质量,成本与效率,数据质量,预测建模,2,2,0,0.0,0,0.95,home_skill:1；project_skill:1,业务经营与AgenticOS:2,原子技能组候选,成本与效率 × 数据质量 Preset 候选,待人工命名,p2s-dag-ta[REDACTED]；p2s-dag-ta[REDACTED],围绕成本与效率中的数据质量问题，主要使用预测建模能力处理。,可进入下一轮业务聚类评审,触发词：DAG 解耦、任务分解、错误隔离、局部重算、Token 节省。何时不用：运行时动态增删节点用「Dynamic DAG Orchestration」；按任务形态自动选拓扑用「任务自适应拓扑路由」。安全边界：节点间必须传结构化中间结果，禁止用「约 500 件」这类自然语言模糊值传递关键数值。；触发词：DAG 解耦、任务分解、错误隔离、局部重算、Token 节省。何时不用：运行时动态增删节点用「Dynamic DAG Orchestration」；按任务形态自动选拓扑用「任务自适应拓扑路由」。安全边界：节点间必须传结构化中间结果，禁止用「约 500 件」这类自然语言模糊值传递关键数值。
C-48beb139-数据质量,成本与效率,数据质量,优化/运筹,17,17,17,1.0,0,0.898,home_skill:9；local_agent_skill:4；remote_plugin_skill:2；project_skill:1,研发与代码:15；数据分析与BI:2,待复核资产池,平台工程与自动化 Preset,平台工程助手,backend-dev-guidelines；index；remove-ai-slops；remove-ai-slops；golang-gin-api；ml-pipeline-workflow；alibaba-icbu-trade-agent-guide；node-link-and-diagram-layout,围绕成本与效率中的数据质量问题，主要使用优化/运筹能力处理。,超过半数记录需要字段复核,"用于backend dev guidelines：Establish consistency and best practices across backend microservices (blog-api, auth-service, notifications-service) using modern Node.js/Express/TypeScript patterns.； Layered Architecture；---；用于index：Route broad Data requests to the right focused workflow. Treat invocation of this index as strong intent to use this plugin when the request needs quantitative evidence, source verification, metric reasoning, or a decision grounded in data; prefer foc…；用于remove ai slops：- ALWAYS verify chang…"
C-a48cf64d-数据质量,成本与效率,数据质量,RAG/知识检索,3,3,3,1.0,0,0.927,home_skill:2；project_skill:1,研发与代码:2；数据分析与BI:1,待复核资产池,成本与效率 × 数据质量 Preset 候选,待人工命名,agent-eval；codegraph-agent-eval；automation,围绕成本与效率中的数据质量问题，主要使用RAG/知识检索能力处理。,超过半数记录需要字段复核,"Benchmark CodeGraph retrieval quality on a real codebase by comparing agent behavior with vs without CodeGraph. Use when the user runs /agent-eval or asks to test, benchmark, audit, or validate a codegraph version (the…；Benchmark CodeGraph retrieval quality on a real codebase by comparing agent behavior with vs without CodeGraph. Use when the user runs /agent-eval or asks to test, benchmark, audit, or validate a codegraph version (the…；用于automation：- trigger - input - execution - result"
C-c358c603-数据质量,成本与效率,数据质量,知识图谱/本体建模,7,7,7,1.0,0,0.89,home_skill:5；local_agent_skill:1；project_skill:1,研发与代码:5；图像/视频/创意生产:1；数据分析与BI:1,待复核资产池,成本与效率 × 数据质量 Preset 候选,待人工命名,ln-624-code-quality-auditor；automation；binding；binding；factframe-momcozy-assets；server-actions；update-cli-config,围绕成本与效率中的数据质量问题，主要使用知识图谱/本体建模能力处理。,超过半数记录需要字段复核,"用于ln 624 code quality auditor：- Worker in ln-620 coordinator pipeline - invoked by ln-620-codebase-auditor - Audit code quality (Categories 5+6+NEW: Medium Priority) - Check complexity metrics, method signature quality, algorithmic efficiency, constants manag…；用于automation：- trigger - input - execution - result；Use when creating, reading, validating, repairing, deleting, or troubleshooting Daimon Blueprint automation widget Bindings between Automation artifact results and Widget data slots and submit events."
C-3b1c3a19-数据质量,成本与效率,数据质量,视觉/多模态,1,1,1,1.0,0,0.93,home_skill:1,研发与代码:1,待复核资产池,成本与效率 × 数据质量 Preset 候选,待人工命名,peekaboo,围绕成本与效率中的数据质量问题，主要使用视觉/多模态能力处理。,超过半数记录需要字段复核,Capture and automate macOS UI with the Peekaboo CLI.
C-496f6550-数据质量,成本与效率,数据质量,实验/评估,2,2,2,1.0,0,0.87,home_skill:1；local_agent_skill:1,研发与代码:2,待复核资产池,成本与效率 × 数据质量 Preset 候选,待人工命名,ship-branch；ship-branch,围绕成本与效率中的数据质量问题，主要使用实验/评估能力处理。,超过半数记录需要字段复核,"Ship the current branch from local validation through to npm release. Orchestrates validate-branch, submit-branch, babysit-pr, and land-pr in sequence. Use when the user says ""ship"", ""ship it"", ""ship this branch"", ""ship…；Ship the current branch from local validation through to npm release. Orchestrates validate-branch, submit-branch, babysit-pr, and land-pr in sequence. Use when the user says ""ship"", ""ship it"", ""ship this branch"", ""ship…"
C-6f7bab16-数据质量,成本与效率,数据质量,工程模式/自动化,9,9,9,1.0,0,0.863,home_skill:7；project_skill:2,产品设计与UIUX:5；研发与代码:4,待复核资产池,成本与效率 × 数据质量 Preset 候选,待人工命名,go-concurrency-patterns；test-driven-development；test-driven-development；test-driven-development；competition-race-condition-state-drift；competition-race-condition-state-drift；competition-race-condition-state-drift；competition-race-condition-state-drift,围绕成本与效率中的数据质量问题，主要使用工程模式/自动化能力处理。,超过半数记录需要字段复核,"用于go concurrency patterns：----------- --------- goroutine Lightweight concurrent execution channel Communication between goroutines select Multiplex channel operations sync.Mutex Mutual exclusion；用于test driven development：Write the test first. Watch it fail. Write minimal code to pass.； If you didn't watch the test fail, you don't know if it tests the right thing.；- ""It's about spirit not ritual"" - ""Keep as reference"" or ""adapt existing code"" - ""Alrea…；用于test driven development：Write the test first. Watch it fail.…"
C-f6bd112d-数据质量,成本与效率,数据质量,按技能原文流程执行,4,4,4,1.0,0,0.85,home_skill:2；icloud_skill:2,研发与代码:4,待复核资产池,成本与效率 × 数据质量 Preset 候选,待人工命名,Verification Before Completion；verification-before-completion；verification-before-completion；verification-before-completion,围绕成本与效率中的数据质量问题，主要使用按技能原文流程执行能力处理。,超过半数记录需要字段复核；核心能力未结构化,"用于Verification Before Completion：Claiming work is complete without verification is dishonesty, not efficiency.； Evidence before claims, always.；用于verification before completion：Claiming work is complete without verification is dishonesty, not efficiency.； Evidence before claims, always.；用于verification before completion：Claiming work is complete without verification is dishonesty, not efficiency.； Evidence before claims, always."
C-2f381d36-集成部署,成本与效率,集成部署,DiD/因果推断,6,6,6,1.0,0,0.867,home_skill:4；bundled_plugin_skill:2,研发与代码:5；数据分析与BI:1,待复核资产池,平台工程与自动化 Preset,平台工程助手,shap；control-chrome；control-chrome；control-in-app-browser；control-in-app-browser；sdk,围绕成本与效率中的集成部署问题，主要使用DiD/因果推断能力处理。,超过半数记录需要字段复核,"用于Using KernelExplainer for tree models (slow and unnecessary)；DeepExplainer/KernelExplainer with too few background samples；Interpreting log-odds as probabilities，通过DiD/因果推断；预测建模；优化/运筹形成- Raw output : For regression or tree margins - Probability : For classi…；Control the user's Chrome browser for tasks that depend on existing Chrome state: tabs, logged-in sessions, or extensions. Prefer purpose-built connectors, APIs, or CLIs when available.；Control the user's Chrome browser for tasks that depend on existing Chro…"
C-3ddc4b72-集成部署,成本与效率,集成部署,NLP/情感分析,1,1,1,1.0,0,0.85,home_skill:1,数据分析与BI:1,待复核资产池,成本与效率 × 集成部署 Preset 候选,待人工命名,comps-valuation,围绕成本与效率中的集成部署问题，主要使用NLP/情感分析能力处理。,超过半数记录需要字段复核,"Produce Public Equity Investing comparable-company valuation in report or workbook mode. Use for peer selection, multiple analysis, valuation read-throughs, implied prices, comps dashboards, Excel or Sheets comps, refre…"
C-da34008a-集成部署,成本与效率,集成部署,预测建模,6,6,6,1.0,0,0.888,home_skill:6,数据分析与BI:4；文档与知识:1；本地诊断与运维:1,待复核资产池,平台工程与自动化 Preset,平台工程助手,latchbio-integration；model-audit-tieout；grafana-dashboards；modal；boltz-check-status；dashboard-admin,围绕成本与效率中的集成部署问题，主要使用预测建模能力处理。,超过半数记录需要字段复核,"用于latchbio integration：Latch is a Python framework for building and deploying bioinformatics workflows as serverless pipelines. Built on Flyte, create workflows with @workflow/@task decorators, manage cloud data with LatchFile/LatchDir, configure resources, a…；用于model audit tieout：Review an existing public-equity model, workbook, forecast, valuation file, estimate update, comps workbook, sensitivity deck, or model-derived output and produce a decision-useful audit pack. This skill is a QA layer for formula integri…"
C-c58cef76-集成部署,成本与效率,集成部署,优化/运筹,149,149,148,0.993,0,0.894,home_skill:112；project_skill:14；remote_plugin_skill:11；local_agent_skill:8,研发与代码:79；网站与部署:22；数据库与后端服务:15；文档与知识:12；本地诊断与运维:8,待复核资产池,成本与效率 × 集成部署 Preset 候选,待人工命名,ci-cd-and-automation；bazel-build-optimization；client-setup；client-setup；client-setup；cloudbase-platform；cloudbase-platform；cloudbase-platform,围绕成本与效率中的集成部署问题，主要使用优化/运筹能力处理。,超过半数记录需要字段复核,"把 lint、类型检查、测试、构建串成 CI 质量门，产出 GitHub Actions 流水线配置与部署、回滚、功能开关策略。触发词：CI/CD 流水线、ci-cd-and-automation、把 lint、类型检查、测试、构建串成 CI 质量门，产出 GitHub Actions 流水线配置与部署、回滚、功能开关策略。；Optimize Bazel builds for large-scale monorepos. Use when configuring Bazel, implementing remote execution, or optimizing build performance for enterprise codebases.；用于client setup：[HIGH] HTML error page instead of JSON response；主要产出import type { AppRouter } from './server';；type UserCreateInput = RouterInput['user']['create']; type UserByIdOutput = Rou…"
C-1dc700b7-集成部署,成本与效率,集成部署,知识图谱/本体建模,5,5,5,1.0,0,0.84,home_skill:4；local_agent_skill:1,数据库与后端服务:3；数据分析与BI:1；研发与代码:1,待复核资产池,平台工程与自动化 Preset,平台工程助手,turborepo；seaborn-visualization；cloudrun-development；cloudrun-development；cloudrun-development,围绕成本与效率中的集成部署问题，主要使用知识图谱/本体建模能力处理。,超过半数记录需要字段复核,"用于├─ Tasks run but outputs not restored → Missing outputs key ├─ Cache misses unexpectedly → references/caching/gotchas.md ├─ Need to debug hash inputs → Use --summarize or --dry ├─ Want to skip cache entirely → Use --force or cache: false ├─ Remote cache not…；charting, plotting, graphing, visualization, seaborn, matplotlib, pandas reports, Chinese chart labels, and data-viz code in Daimon's managed Python runtime. Covers both interactive runs via the Bash tool and Blueprint…；用于cloudrun development：Use CloudBase R…"
C-677e8b01-集成部署,成本与效率,集成部署,视觉/多模态,37,37,37,1.0,0,0.862,project_skill:22；home_skill:12；remote_plugin_skill:3,研发与代码:33；产品设计与UIUX:4,待复核资产池,平台工程与自动化 Preset,平台工程助手,vercel-sandbox；vercel-sandbox；vercel-sandbox；deployments-cicd；deployments-cicd；deployments-cicd；expo-tailwind-setup；get-tsconfig,围绕成本与效率中的集成部署问题，主要使用视觉/多模态能力处理。,超过半数记录需要字段复核,"Vercel Sandbox guidance — ephemeral Firecracker microVMs for running untrusted code safely. Supports AI agents, code generation, and experimentation. Use when executing user-generated or AI-generated code in isolation.；Vercel Sandbox guidance — ephemeral Firecracker microVMs for running untrusted code safely. Supports AI agents, code generation, and experimentation. Use when executing user-generated or AI-generated code in isolation.；Vercel Sandbox guidance — ephemeral Firecracker microVMs for running untrusted co…"
C-45ece3e0-集成部署,成本与效率,集成部署,合规/规则扫描,2,2,2,1.0,0,0.89,home_skill:2,研发与代码:2,待复核资产池,成本与效率 × 集成部署 Preset 候选,待人工命名,twilio-voice-outbound-calls；canvas,围绕成本与效率中的集成部署问题，主要使用合规/规则扫描能力处理。,超过半数记录需要字段复核,"用于twilio voice outbound calls：Agent safety: Before placing an outbound call, always confirm the recipient number and intent with the user. Outbound calls are irreversible and may incur charges. For automated systems, implement TCPA compliance: obtain prior ex…；用于canvas：} `；- placeWidget: place an existing Widget and return the generated mountId. - updatePlacement: update layout, z-order, or view state; returns mountId. - removePlacement: remove one placement; returns mountId. - delete: remove one Canvas and all of…"
C-9fc9b895-集成部署,成本与效率,集成部署,工程模式/自动化,30,30,30,1.0,0,0.89,home_skill:20；project_skill:5；remote_plugin_skill:3；icloud_skill:2,研发与代码:22；产品设计与UIUX:4；业务经营与AgenticOS:2；数据库与后端服务:1；文档与知识:1,待复核资产池,平台工程与自动化 Preset,平台工程助手,blender bpy；opencode-startup-config-repair；opentrons-integration；pylabrobot；relational-database-web-cloudbase；swr；clawdirect-dev；manage-server-data/adopt-rtk-query,围绕成本与效率中的集成部署问题，主要使用工程模式/自动化能力处理。,超过半数记录需要字段复核,"Blender Python scripting via bpy API. Use for scene automation, procedural modeling, batch rendering, and object manipulation.；Repair local opencode startup failures that look like 乱码, JSONC parse errors, or bad provider/model config. Use when opencode fails before the TUI and the likely source is ~/.config/opencode/opencode.json or its sync pl…；用于opentrons integration：Opentrons is a Python-based lab automation platform for Flex and OT-2 robots. Write Protocol API v2 protocols for liquid handling, control hardware…"
C-4df1fa32-集成部署,成本与效率,集成部署,按技能原文流程执行,4,4,4,1.0,0,0.875,home_skill:3；bundled_plugin_skill:1,本地诊断与运维:3；研发与代码:1,待复核资产池,平台工程与自动化 Preset,平台工程助手,expo-dev-client；texlive-runtime-installer；texlive-runtime-installer；texlive-runtime-installer,围绕成本与效率中的集成部署问题，主要使用按技能原文流程执行能力处理。,超过半数记录需要字段复核；核心能力未结构化,"Build and distribute Expo development clients locally or via TestFlight；Detect existing TeX Live or MacTeX first, then optionally install a Codex-managed full TeX Live runtime only when no existing TeX Live installation is detected.；Detect existing TeX Live or MacTeX first, then optionally install a Codex-managed full TeX Live runtime only when no existing TeX Live installation is detected."
C-69d2610b-自动化执行,成本与效率,自动化执行,DiD/因果推断,6,6,6,1.0,0,0.95,home_skill:4；project_skill:2,文档与知识:5；研发与代码:1,待复核资产池,成本与效率 × 自动化执行 Preset 候选,待人工命名,js-reverse；js-reverse；js-reverse；js-reverse；js-reverse；test-browser,围绕成本与效率中的自动化执行问题，主要使用DiD/因果推断能力处理。,超过半数记录需要字段复核,在使用 js-reverse-mcp 做前端 JavaScript 逆向时使用，适用于签名链路定位、页面观察取证、运行时采样、本地补环境复现与证据化输出。优先适配当前环境里的 js-reverse 工具，需要更强的浏览器/CDP/Hook 面时联动 jshookmcp。；在使用 js-reverse-mcp 做前端 JavaScript 逆向时使用，适用于签名链路定位、页面观察取证、运行时采样、本地补环境复现与证据化输出。优先适配当前环境里的 js-reverse 工具，需要更强的浏览器/CDP/Hook 面时联动 jshookmcp。；在使用 js-reverse-mcp 做前端 JavaScript 逆向时使用，适用于签名链路定位、页面观察取证、运行时采样、本地补环境复现与证据化输出。优先适配当前环境里的 js-reverse 工具，需要更强的浏览器/CDP/Hook 面时联动 jshookmcp。
C-5f30313a-自动化执行,成本与效率,自动化执行,NLP/情感分析,15,15,9,0.6,0,0.901,home_skill:9；project_skill:6,本地诊断与运维:6；业务经营与AgenticOS:4；数据分析与BI:2；研发与代码:2；通用规划与咨询:1,待复核资产池,平台工程与自动化 Preset,平台工程助手,p2s-agent-skill-runtime-orchestrator；p2s-agent-skill-runtime-orchestrator；p2s-data-collection-agent-pipeline；p2s-data-collection-agent-pipeline；p2s-llm-business-intelligence-reasoning；p2s-llm-business-intelligence-reasoning；credits-inspector；tdd,围绕成本与效率中的自动化执行问题，主要使用NLP/情感分析能力处理。,超过半数记录需要字段复核,触发词：Skill 动态选取、运行时编排、置信打分、Skill 索引、工具路由。何时不用：要编排技能之间的依赖与并行顺序时用「Multi-Agent Skill Composition」；要生成学习路径时用「Skill 依赖路径规划器」。安全边界：置信分低于阈值时不得自动执行高影响技能（下单、改价、清库存），必须转人工确认。；触发词：Skill 动态选取、运行时编排、置信打分、Skill 索引、工具路由。何时不用：要编排技能之间的依赖与并行顺序时用「Multi-Agent Skill Composition」；要生成学习路径时用「Skill 依赖路径规划器」。安全边界：置信分低于阈值时不得自动执行高影响技能（下单、改价、清库存），必须转人工确认。；触发词：采集Agent、多源抓取、动作观察循环、指纹去重、批量数据采集。何时不用：页面结构固定、只需定时拉取接口时用普通采集管道；需要官方接口增量同步时用平台接口采集技能。安全边界：采集须遵守目标平台条款与 robots 协议，不得绕过反爬限制或采集受限数据。
C-010967b8-自动化执行,成本与效率,自动化执行,预测建模,10,10,4,0.4,0,0.935,home_skill:7；project_skill:3,研发与代码:5；数据分析与BI:3；业务经营与AgenticOS:2,场景工作流候选,成本与效率 × 自动化执行 Preset 候选,待人工命名,p2s-agent-decision-confidence-threshold；p2s-agent-decision-confidence-threshold；p2s-automl-pipeline-design；p2s-automl-pipeline-design；p2s-evosc-self-consolidation；p2s-evosc-self-consolidation；dcf-model-builder；three-statement-model-builder,围绕成本与效率中的自动化执行问题，主要使用预测建模能力处理。,可进入下一轮业务聚类评审,触发词：置信度门控、决策校准、低置信升级人工、Platt校准、自动执行阈值、高风险确认。何时不用：要按 SLO 与错误预算动态升降 Agent 自主权时用「Agent错误预算」；要定位能力短板做阶段评估时用「Agent阶段评估」；要盯运行链路与 Token 成本时用「Agent可观测性追踪」。安全边界：低置信决策不得静默自动执行，高风险动作必须人工确认后才放行；校准参数必须用带真实结果的历史决策拟合，禁止拿未校准的模型原始置信度直接设…；触发词：置信度门控、决策校准、低置信升级人工、Platt校准、自动执行阈值、高风险确认。何时不用：要按 SLO 与错误预算动态升降 Agent 自主权时用「Agent错误预算」；要定位能力短板做阶段评估时用「Agent阶段评估」；要盯运行链路与 Token 成本时用「Agent可观测性追踪」。安全边界：低置信决策不得静默自动执行，高风险动作必须人工确认后才放行；校准参数必须用带真实结果的历史决策拟合，禁止拿未校准的模型原始置信度直接设…；用于AutoML 流水线设计 — Optuna TPE + FLAML 自动化建模：AutoML 将「特征工程 → 算法选择 → 超参调优」三个步骤自动化…
